Date,Size [B],Used [B]
2021-04-30T11:02:20.833708,247021848,591838952
2021-04-30T11:02:23.333886,220810904,618049896
2021-04-30T11:02:25.834061,193565616,645295184
2021-04-30T11:02:28.334248,167336992,671523808
2021-04-30T11:02:30.834426,132766048,706094752
2021-04-30T11:02:33.334605,455859104,383001696
2021-04-30T11:02:35.834788,429136304,409724496
2021-04-30T11:02:38.334980,403958224,434902576
2021-04-30T11:02:40.835154,376606480,462254320
2021-04-30T11:02:43.335326,350529224,488331576
2021-04-30T11:02:45.835498,326107992,512752808
2021-04-30T11:02:48.335672,300104784,538756016
2021-04-30T11:02:50.835843,271778496,567082304
2021-04-30T11:02:53.336013,246598632,592262168
2021-04-30T11:02:55.836186,221439712,617421088
2021-04-30T11:02:58.336393,191158976,647701824
2021-04-30T11:03:00.836599,165968248,672892552
2021-04-30T11:03:03.336790,140797856,698062944
2021-04-30T11:03:05.836961,115577432,723283368
2021-04-30T11:03:08.337133,442094744,396766056
2021-04-30T11:03:10.837305,415820456,423040344
2021-04-30T11:03:13.337488,388501168,450359632
2021-04-30T11:03:15.837662,363236440,475624360
2021-04-30T11:03:18.337831,337287384,501573416
2021-04-30T11:03:20.838004,307970736,530890064
2021-04-30T11:03:23.338172,283703728,555157072
2021-04-30T11:03:25.838339,253344056,585516744
2021-04-30T11:03:28.338507,224023248,614837552
2021-04-30T11:03:30.838678,197790016,641070784
2021-04-30T11:03:33.338846,172593928,666266872
2021-04-30T11:03:35.839036,145277376,693583424
2021-04-30T11:03:38.339233,119235712,719625088
2021-04-30T11:03:40.839431,441608864,397251936
2021-04-30T11:03:43.339631,416455296,422405504
2021-04-30T11:03:45.839803,388284240,450576560
2021-04-30T11:03:48.339975,363073032,475787768
2021-04-30T11:03:50.840138,331068664,507792136
2021-04-30T11:03:53.340300,304348304,534512496
2021-04-30T11:03:55.840469,277161696,561699104
2021-04-30T11:03:58.340639,249857128,589003672
2021-04-30T11:04:00.840810,222647104,616213696
2021-04-30T11:04:03.340975,197453256,641407544
2021-04-30T11:04:05.841142,172334048,666526752
2021-04-30T11:04:08.341306,142863008,695997792
2021-04-30T11:04:10.841474,118616112,720244688
2021-04-30T11:04:13.341646,437575760,401285040
2021-04-30T11:04:15.841820,409549872,429310928
2021-04-30T11:04:18.341989,379562264,459298536
2021-04-30T11:04:20.842154,352913856,485946944
2021-04-30T11:04:23.342324,327539080,511321720
2021-04-30T11:04:25.842486,300478528,538382272
2021-04-30T11:04:28.342652,273029984,565830816
2021-04-30T11:04:30.842821,245925016,592935784
2021-04-30T11:04:33.342989,220573080,618287720
2021-04-30T11:04:35.843154,193449592,645411208
2021-04-30T11:04:38.343341,166143168,672717632
2021-04-30T11:04:40.843507,137851464,701009336
2021-04-30T11:04:43.343679,112496464,726364336
2021-04-30T11:04:45.843851,425341216,413519584
2021-04-30T11:04:48.344023,397961360,440899440
2021-04-30T11:04:50.844191,372832024,466028776
2021-04-30T11:04:53.344356,345494600,493366200
2021-04-30T11:04:55.844522,318299272,520561528
2021-04-30T11:04:58.344690,291861680,546999120
2021-04-30T11:05:00.844856,265922080,572938720
2021-04-30T11:05:03.345023,239478400,599382400
2021-04-30T11:05:05.845190,212237920,626622880
2021-04-30T11:05:08.345358,186082424,652778376
2021-04-30T11:05:10.845535,157810960,681049840
2021-04-30T11:05:13.345706,128260168,710600632
2021-04-30T11:05:15.845878,445047912,393812888
2021-04-30T11:05:18.346049,415531376,423329424
2021-04-30T11:05:20.846219,388476984,450383816
2021-04-30T11:05:23.346396,362141208,476719592
2021-04-30T11:05:25.846568,335035344,503825456
2021-04-30T11:05:28.346742,306424624,532436176
2021-04-30T11:05:30.846927,278328488,560532312
2021-04-30T11:05:33.347095,251055792,587805008
2021-04-30T11:05:35.847255,222640720,616220080
2021-04-30T11:05:38.347417,193261488,645599312
2021-04-30T11:05:40.847578,166102512,672758288
2021-04-30T11:05:43.347748,136661816,702198984
2021-04-30T11:05:45.847913,109469952,729390848
2021-04-30T11:05:48.348085,427265600,411595200
2021-04-30T11:05:50.848258,398089640,440771160
2021-04-30T11:05:53.348430,370626680,468234120
2021-04-30T11:05:55.848605,337275816,501584984
2021-04-30T11:05:58.348781,310712736,528148064
2021-04-30T11:06:00.848948,281546904,557313896
2021-04-30T11:06:03.349118,254178464,584682336
2021-04-30T11:06:05.849288,224981800,613879000
2021-04-30T11:06:08.349460,197483640,641377160
2021-04-30T11:06:10.849625,168362152,670498648
2021-04-30T11:06:13.349802,140945064,697915736
2021-04-30T11:06:15.849969,112867072,725993728
2021-04-30T11:06:18.350139,430740368,408120432
2021-04-30T11:06:20.850313,401564000,437296800
2021-04-30T11:06:23.350502,372984912,465875888
2021-04-30T11:06:25.850677,344886384,493974416
2021-04-30T11:06:28.350941,317519600,521341200
2021-04-30T11:06:30.851103,288317792,550543008
2021-04-30T11:06:33.351266,260870784,577990016
2021-04-30T11:06:35.851433,233753880,605106920
2021-04-30T11:06:38.351598,206273304,632587496
2021-04-30T11:06:40.851764,177117888,661742912
2021-04-30T11:06:43.351931,144441552,694419248
2021-04-30T11:06:45.852091,117272616,721588184
2021-04-30T11:06:48.352252,429767888,409092912
2021-04-30T11:06:50.852415,401547408,437313392
2021-04-30T11:06:53.352558,372044664,466816136
2021-04-30T11:06:55.852713,343904760,494956040
2021-04-30T11:06:58.352877,316522200,522338600
2021-04-30T11:07:00.853034,289249520,549611280
2021-04-30T11:07:03.353197,261995560,576865240
2021-04-30T11:07:05.853353,232772992,606087808
2021-04-30T11:07:08.353512,205322144,633538656
2021-04-30T11:07:10.853671,178234744,660626056
2021-04-30T11:07:13.353832,147666000,691194800
2021-04-30T11:07:15.853990,119575728,719285072
2021-04-30T11:07:18.354156,432850640,406010160
2021-04-30T11:07:20.854318,405695936,433164864
2021-04-30T11:07:23.354476,376219944,462640856
2021-04-30T11:07:25.854639,347009792,491851008
2021-04-30T11:07:28.354810,317468312,521392488
2021-04-30T11:07:30.854975,288247216,550613584
2021-04-30T11:07:33.355137,260746584,578114216
2021-04-30T11:07:35.855298,231632920,607227880
2021-04-30T11:07:38.355461,204242440,634618360
2021-04-30T11:07:40.855614,174988928,663871872
2021-04-30T11:07:43.355772,149702568,689158232
2021-04-30T11:07:45.855920,121390136,717470664
2021-04-30T11:07:48.356077,443472136,395388664
2021-04-30T11:07:50.856239,414263840,424596960
2021-04-30T11:07:53.356402,388002672,450858128
2021-04-30T11:07:55.856578,359773528,479087272
2021-04-30T11:07:58.356742,333466192,505394608
2021-04-30T11:08:00.856911,304266128,534594672
2021-04-30T11:08:03.357075,278939488,559921312
2021-04-30T11:08:05.857227,249746944,589113856
2021-04-30T11:08:08.357378,222293104,616567696
2021-04-30T11:08:10.857526,195236048,643624752
2021-04-30T11:08:13.357682,163493720,675367080
2021-04-30T11:08:15.857843,136482576,702378224
2021-04-30T11:08:18.358005,107165376,731695424
2021-04-30T11:08:20.858168,427414056,411446744
2021-04-30T11:08:23.358317,399900160,438960640
2021-04-30T11:08:25.858466,373937544,464923256
2021-04-30T11:08:28.358627,343370880,495489920
2021-04-30T11:08:30.858803,315267424,523593376
2021-04-30T11:08:33.358968,287834032,551026768
2021-04-30T11:08:35.859127,261596000,577264800
2021-04-30T11:08:38.359283,233210664,605650136
2021-04-30T11:08:40.859442,207112504,631748296
2021-04-30T11:08:43.359600,178673816,660186984
2021-04-30T11:08:45.859760,151608336,687252464
2021-04-30T11:08:48.359920,123054384,715806416
2021-04-30T11:08:50.860081,442190600,396670200
2021-04-30T11:08:53.360241,414782768,424078032
2021-04-30T11:08:55.860399,387691120,451169680
2021-04-30T11:08:58.360562,360260832,478599968
2021-04-30T11:09:00.860725,330005504,508855296
2021-04-30T11:09:03.360880,302622664,536238136
2021-04-30T11:09:05.861047,273438496,565422304
2021-04-30T11:09:08.361208,248016600,590844200
