"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"13:49:41.019, 29 Apr 2021","6,2","0,0","1 933 574 176","520 976 656"
"13:49:42.019, 29 Apr 2021","5,6","0,0","1 933 574 176","571 308 304"
"13:49:43.020, 29 Apr 2021","6,0","0,0","1 933 574 176","619 542 800"
"13:49:44.020, 29 Apr 2021","5,9","0,0","1 933 574 176","667 777 296"
"13:49:45.020, 29 Apr 2021","6,5","0,0","1 933 574 176","716 011 792"
"13:49:46.020, 29 Apr 2021","5,9","0,0","1 933 574 176","762 149 136"
"13:49:47.020, 29 Apr 2021","5,5","0,0","1 933 574 176","810 383 632"
"13:49:48.020, 29 Apr 2021","6,4","0,0","1 933 574 176","860 715 280"
"13:49:49.020, 29 Apr 2021","6,8","0,0","1 933 574 176","908 949 776"
"13:49:50.021, 29 Apr 2021","5,9","0,0","1 933 574 176","957 184 272"
"13:49:51.021, 29 Apr 2021","5,7","0,0","1 933 574 176","1 007 515 920"
"13:49:52.021, 29 Apr 2021","5,7","0,0","1 933 574 176","1 055 750 416"
"13:49:53.021, 29 Apr 2021","6,5","0,0","1 933 574 176","1 106 082 064"
"13:49:54.021, 29 Apr 2021","6,3","0,0","1 933 574 176","1 154 316 560"
"13:49:55.021, 29 Apr 2021","5,8","0,0","1 933 574 176","1 202 551 056"
"13:49:56.021, 29 Apr 2021","6,7","0,0","1 933 574 176","1 250 785 552"
"13:49:57.022, 29 Apr 2021","5,8","0,0","1 933 574 176","1 294 825 744"
"13:49:58.022, 29 Apr 2021","5,7","0,0","1 933 574 176","1 343 060 240"
"13:49:59.022, 29 Apr 2021","6,2","0,0","1 933 574 176","1 389 197 584"
"13:50:00.022, 29 Apr 2021","5,8","0,0","1 933 574 176","1 435 334 928"
"13:50:01.022, 29 Apr 2021","6,8","0,1","1 933 574 176","344 029 088"
"13:50:02.022, 29 Apr 2021","6,0","0,0","1 933 574 176","388 069 280"
"13:50:03.022, 29 Apr 2021","6,1","0,0","1 933 574 176","432 109 472"
"13:50:04.023, 29 Apr 2021","5,9","0,0","1 933 574 176","480 343 968"
"13:50:05.023, 29 Apr 2021","5,8","0,0","1 933 574 176","524 384 160"
"13:50:06.023, 29 Apr 2021","5,7","0,0","1 933 574 176","578 910 112"
"13:50:07.023, 29 Apr 2021","5,7","0,0","1 933 574 176","622 950 304"
"13:50:08.023, 29 Apr 2021","6,8","0,0","1 933 574 176","671 184 800"
"13:50:09.023, 29 Apr 2021","7,6","0,0","1 933 574 176","725 710 752"
"13:50:10.023, 29 Apr 2021","6,5","0,0","1 933 574 176","769 750 944"
"13:50:11.024, 29 Apr 2021","6,0","0,0","1 933 574 176","817 985 440"
"13:50:12.024, 29 Apr 2021","6,1","0,0","1 933 574 176","866 219 936"
"13:50:13.024, 29 Apr 2021","6,0","0,0","1 933 574 176","918 648 736"
"13:50:14.024, 29 Apr 2021","5,4","0,0","1 933 574 176","966 883 232"
"13:50:15.024, 29 Apr 2021","5,4","0,0","1 933 574 176","1 013 020 576"
"13:50:16.024, 29 Apr 2021","5,4","0,0","1 933 574 176","1 061 255 072"
"13:50:17.024, 29 Apr 2021","6,1","0,0","1 933 574 176","1 109 489 568"
"13:50:18.024, 29 Apr 2021","5,6","0,0","1 933 574 176","1 155 626 912"
"13:50:19.024, 29 Apr 2021","5,9","0,0","1 933 574 176","1 199 667 104"
"13:50:20.025, 29 Apr 2021","5,6","0,0","1 933 574 176","1 245 804 448"
"13:50:21.025, 29 Apr 2021","5,9","0,0","1 933 574 176","1 291 941 792"
"13:50:22.025, 29 Apr 2021","5,4","0,0","1 933 574 176","1 338 079 136"
"13:50:23.025, 29 Apr 2021","7,2","0,0","1 933 574 176","1 384 216 480"
"13:50:24.025, 29 Apr 2021","5,9","0,0","1 933 574 176","1 428 256 672"
"13:50:25.025, 29 Apr 2021","5,1","0,0","1 933 574 176","1 474 394 016"
"13:50:26.025, 29 Apr 2021","5,3","0,1","1 933 574 176","387 232 008"
"13:50:27.026, 29 Apr 2021","4,3","0,0","1 933 574 176","435 466 504"
"13:50:28.026, 29 Apr 2021","4,8","0,0","1 933 574 176","487 895 304"
